	E1	E3
4555	4.0	2.0
4556	2.0	5.0
4557	12.0	38.0
4558	2.0	0.0
4559	22.0	23.0
4560	2.0	0.0
4561	210.0	248.0
4562	5.0	12.0
4563	20.0	20.0
4564	105.0	51.0
4565	89.0	131.0
4566	5.0	0.0
4567	4.0	0.0
4568	5.0	3.0
4569	2.0	0.0
4570	21.0	2.0
4571	2.0	0.0
4572	6.0	3.0
4573	2.0	2.0
4574	38.0	53.0
4575	5.0	0.0
4576	4.0	2.0
4577	5.0	8.0
4578	2.0	0.0
4579	8.0	6.0
4580	28.0	7.0
4581	95.0	56.0
4582	51.0	36.0
4583	67.0	73.0
4584	4.0	0.0
4585	3.0	0.0
4586	119.0	76.0
4587	4.0	7.0
4588	6.0	6.0
4589	3.0	4.0
4590	2.0	0.0
4591	8.0	16.0
4592	6.0	11.0
4593	2.0	5.0
4594	6.0	7.0
4595	6.0	4.0
4596	6.0	6.0
4597	104.0	191.0
4598	8.0	19.0
4599	2.0	0.0
4600	2.0	0.0
4601	4.0	0.0
4602	2.0	0.0
4603	26.0	5.0
4604	4.0	0.0
4605	3.0	0.0
4606	11.0	0.0
4607	3.0	0.0
4608	16.0	19.0
4609	60.0	61.0
4610	9.0	3.0
4611	157.0	156.0
4612	10.0	15.0
4613	278.0	426.0
4614	6.0	3.0
4615	2.0	0.0
4616	50.0	56.0
4617	3.0	2.0
4618	563.0	0.0
4619	490.0	120.0
4620	2.0	0.0
4621	2.0	0.0
4622	20.0	0.0
4623	514.0	565.0
4624	4.0	6.0
4625	4.0	10.0
4626	11.0	7.0
4627	5.0	7.0
4628	4.0	0.0
4629	200.0	205.0
4630	16.0	24.0
4631	62.0	0.0
4632	2.0	0.0
4633	3.0	3.0
4634	2.0	0.0
4635	9.0	13.0
4636	1222.0	1372.0
4637	6.0	3.0
4638	5.0	5.0
4639	5.0	0.0
4640	19.0	11.0
4641	2.0	2.0
4642	2.0	0.0
4643	2.0	6.0
4644	2.0	4.0
4645	2.0	0.0
4646	5.0	0.0
4647	3.0	0.0
4648	110.0	74.0
4649	2.0	2.0
4650	2.0	0.0
4651	52.0	302.0
4652	8.0	0.0
4653	8.0	36.0
4654	2.0	0.0
4655	4.0	0.0
4656	2.0	0.0
4657	2.0	0.0
4658	176.0	111.0
4659	2.0	0.0
4660	2.0	3.0
4661	2.0	0.0
4662	35.0	61.0
4663	8.0	10.0
4664	241.0	371.0
4665	2.0	0.0
4666	66.0	84.0
4667	4.0	3.0
4668	2.0	2.0
4669	2.0	0.0
4670	9.0	65.0
4671	24.0	68.0
4672	5.0	4.0
4673	24.0	4.0
4674	3.0	6.0
4675	2.0	0.0
4676	63.0	24.0
4677	26.0	34.0
4678	2.0	0.0
4679	1743.0	2583.0
4680	2.0	0.0
4681	3.0	0.0
4682	7.0	0.0
4683	43.0	22.0
4684	3.0	0.0
4685	11.0	3.0
4686	13.0	0.0
4687	2.0	0.0
4688	35.0	20.0
4689	22.0	10.0
4690	7.0	2.0
4691	32.0	26.0
4692	4.0	9.0
4693	3.0	0.0
4694	9.0	8.0
4695	3.0	3.0
4696	4.0	0.0
4697	2.0	0.0
4698	3.0	0.0
4699	5.0	0.0
4700	5.0	2.0
4701	612.0	218.0
4702	26.0	38.0
4703	26.0	29.0
4704	8.0	6.0
4705	3.0	0.0
4706	3.0	0.0
4707	171.0	148.0
4708	4.0	2.0
4709	103.0	137.0
4710	9.0	9.0
4711	11.0	5.0
4712	12.0	18.0
4713	4.0	0.0
4714	4.0	11.0
4715	2.0	0.0
4716	2.0	4.0
4717	75.0	0.0
4718	1267.0	851.0
4719	7.0	0.0
4720	13.0	3.0
4721	7.0	2.0
4722	4.0	0.0
4723	2.0	0.0
4724	10.0	0.0
4725	5.0	3.0
4726	2.0	0.0
4727	190.0	235.0
4728	38.0	52.0
4729	2.0	0.0
4730	3.0	0.0
4731	3.0	4.0
4732	4.0	2.0
4733	28.0	19.0
4734	58.0	0.0
4735	287.0	280.0
4736	12.0	34.0
4737	3.0	0.0
4738	3.0	0.0
4739	13.0	0.0
4740	2.0	3.0
4741	2.0	0.0
4742	3.0	3.0
4743	3.0	3.0
4744	2.0	0.0
4745	6.0	5.0
4746	2.0	0.0
4747	2.0	0.0
4748	48.0	6.0
4749	2.0	0.0
4750	3.0	0.0
4751	188.0	268.0
4752	27.0	56.0
4753	2.0	0.0
4754	941.0	5.0
4755	4.0	12.0
4756	2.0	0.0
4757	39.0	63.0
4758	4.0	13.0
4759	3.0	7.0
4760	19.0	92.0
4761	3.0	9.0
4762	2.0	3.0
4763	4.0	10.0
4764	7.0	0.0
4765	5.0	4.0
4766	11.0	0.0
4767	8.0	11.0
4768	4.0	3.0
4769	2.0	0.0
4770	2.0	0.0
4771	10.0	0.0
4772	4.0	0.0
4773	2.0	0.0
4774	12.0	14.0
4775	3.0	0.0
4776	4.0	2.0
4777	6.0	0.0
4778	8.0	9.0
4779	3.0	0.0
4780	2.0	0.0
4781	7.0	0.0
4782	2.0	0.0
4783	127.0	201.0
4784	5.0	0.0
4785	2.0	6.0
4786	314.0	542.0
4787	178.0	351.0
4788	14.0	9.0
4789	5.0	2.0
4790	48.0	61.0
4791	87.0	109.0
4792	9.0	0.0
4793	2.0	0.0
4794	2.0	0.0
4795	2.0	0.0
4796	2.0	0.0
4797	18.0	0.0
4798	8.0	4.0
4799	2.0	0.0
4800	6.0	2.0
4801	10.0	4.0
4802	3.0	4.0
4803	17.0	14.0
4804	2.0	9.0
4805	325.0	146.0
4806	3.0	0.0
4807	2.0	0.0
4808	10.0	2.0
4809	4.0	7.0
4810	89.0	124.0
4811	8.0	7.0
4812	41.0	24.0
4813	3.0	0.0
4814	2.0	0.0
4815	4.0	19.0
4816	9.0	36.0
4817	5.0	16.0
4818	4.0	12.0
4819	10.0	0.0
4820	2.0	0.0
4821	2.0	0.0
4822	14.0	18.0
4823	8.0	14.0
4824	2.0	0.0
4825	29.0	25.0
4826	20.0	32.0
4827	31.0	49.0
4828	2.0	0.0
4829	12.0	5.0
4830	2.0	4.0
4831	238.0	208.0
4832	2.0	0.0
4833	2.0	0.0
4834	7.0	0.0
4835	2.0	0.0
4836	2.0	3.0
4837	29.0	45.0
4838	2.0	0.0
4839	2.0	0.0
4840	3.0	5.0
4841	2.0	0.0
4842	4.0	2.0
4843	2.0	0.0
4844	4.0	0.0
4845	193.0	40.0
4846	2.0	0.0
4847	5.0	0.0
4848	132.0	26.0
4849	4.0	5.0
4850	3.0	0.0
4851	2.0	0.0
4852	3.0	0.0
4853	2.0	0.0
4854	42.0	17.0
4855	40.0	8.0
4856	7.0	0.0
4857	2.0	0.0
4858	3.0	0.0
4859	2.0	0.0
4860	641.0	434.0
4861	2.0	3.0
4862	2.0	4.0
4863	107.0	217.0
4864	5.0	0.0
4865	2.0	10.0
4866	6.0	9.0
4867	7.0	5.0
4868	3.0	0.0
4869	2.0	0.0
4870	8.0	3.0
4871	19.0	53.0
4872	4.0	0.0
4873	3.0	0.0
4874	2.0	3.0
4875	72.0	78.0
4876	3.0	0.0
4877	166.0	189.0
4878	4.0	0.0
4879	54.0	80.0
4880	4.0	0.0
4881	4.0	3.0
4882	5.0	0.0
4883	84.0	151.0
4884	3.0	4.0
4885	2.0	0.0
4886	2.0	0.0
4887	6.0	4.0
4888	3.0	6.0
4889	9.0	0.0
4890	3.0	0.0
4891	3.0	0.0
4892	2.0	5.0
4893	2.0	0.0
4894	8.0	7.0
4895	4.0	0.0
4896	2.0	0.0
4897	96.0	155.0
4898	6.0	27.0
4899	120.0	181.0
4900	354.0	415.0
4901	6.0	0.0
4902	2.0	0.0
4903	2.0	3.0
4904	4.0	12.0
4905	2.0	0.0
4906	2.0	2.0
4907	2.0	0.0
4908	2.0	0.0
4909	3.0	3.0
4910	2.0	0.0
4911	48.0	30.0
4912	2.0	0.0
4913	242.0	341.0
4914	2.0	0.0
4915	2.0	0.0
4916	8.0	0.0
4917	2.0	0.0
4918	34.0	44.0
4919	3.0	2.0
4920	39.0	24.0
4921	9.0	3.0
4922	72.0	43.0
4923	7.0	0.0
4924	119.0	73.0
4925	69.0	100.0
4926	8.0	6.0
4927	33.0	25.0
4928	400.0	737.0
4929	3.0	0.0
4930	8.0	16.0
4931	3.0	0.0
4932	2.0	0.0
4933	82.0	164.0
4934	6.0	8.0
4935	2.0	0.0
4936	5.0	0.0
4937	4.0	0.0
4938	9.0	8.0
4939	15.0	13.0
4940	7.0	10.0
4941	7.0	0.0
4942	144.0	267.0
4943	2.0	57.0
4944	59.0	105.0
4945	2.0	0.0
4946	119.0	141.0
4947	19.0	17.0
4948	46.0	34.0
4949	10.0	5.0
4950	44.0	19.0
4951	2.0	2.0
4952	3.0	0.0
4953	2.0	0.0
4954	3.0	0.0
4955	6.0	0.0
4956	8.0	10.0
4957	75.0	115.0
4958	2.0	0.0
4959	18.0	15.0
4960	5.0	0.0
4961	66.0	71.0
4962	2.0	0.0
4963	2.0	12.0
4964	2.0	0.0
4965	98.0	135.0
4966	403.0	314.0
4967	15.0	23.0
4968	2.0	0.0
4969	2.0	0.0
4970	12.0	635.0
4971	12.0	17.0
4972	2.0	0.0
4973	2.0	0.0
4974	2.0	2.0
4975	2.0	0.0
4976	2.0	0.0
4977	4.0	0.0
4978	44.0	62.0
4979	840.0	1237.0
4980	7.0	7.0
4981	6.0	10.0
4982	3.0	2.0
4983	3.0	0.0
4984	2.0	0.0
4985	39.0	11.0
4986	5.0	2.0
4987	7.0	3.0
4988	10.0	55.0
4989	7.0	4.0
4990	2.0	0.0
4991	18.0	8.0
4992	2.0	0.0
4993	2.0	2.0
4994	4.0	14.0
4995	2.0	17.0
4996	2.0	4.0
4997	3.0	8.0
4998	9.0	0.0
4999	204.0	302.0
5000	3.0	4.0
5001	2.0	0.0
5002	31.0	16.0
5003	2.0	4.0
5004	2.0	0.0
5005	94.0	138.0
5006	39.0	65.0
5007	2.0	0.0
5008	2.0	0.0
5009	4.0	2.0
5010	2.0	0.0
5011	561.0	489.0
5012	2.0	0.0
5013	8.0	11.0
5014	2.0	0.0
5015	955.0	1512.0
5016	2.0	3.0
5017	3.0	15.0
5018	2.0	0.0
5019	13.0	43.0
5020	3.0	0.0
5021	3.0	0.0
5022	14.0	24.0
5023	3.0	6.0
5024	2.0	0.0
5025	89.0	186.0
5026	2.0	0.0
5027	72.0	38.0
5028	13.0	5.0
5029	6.0	0.0
5030	724.0	1666.0
5031	2.0	2.0
5032	2.0	0.0
5033	2.0	0.0
5034	2.0	0.0
5035	2.0	0.0
5036	32.0	49.0
5037	2.0	0.0
5038	3.0	0.0
5039	13.0	0.0
5040	4.0	2.0
5041	33.0	50.0
5042	5.0	0.0
5043	16.0	81.0
5044	2.0	21.0
5045	2.0	3.0
5046	3.0	6.0
5047	3.0	0.0
5048	26.0	23.0
5049	3.0	0.0
5050	3.0	0.0
5051	2.0	0.0
5052	2.0	2.0
5053	2.0	0.0
5054	2.0	0.0
5055	5.0	10.0
5056	7.0	30.0
5057	3.0	0.0
5058	2.0	0.0
5059	2.0	8.0
5060	2.0	0.0
5061	4.0	6.0
5062	2.0	2.0
5063	2.0	0.0
5064	4.0	0.0
5065	2.0	2.0
5066	213.0	97.0
5067	5.0	0.0
5068	46.0	11.0
5069	6.0	2.0
5070	2.0	0.0
5071	12.0	0.0
5072	25.0	55.0
5073	5.0	17.0
5074	4.0	157.0
5075	51.0	104.0
5076	2.0	10.0
5077	2.0	0.0
5078	19.0	79.0
5079	11.0	41.0
5080	8.0	7.0
5081	15.0	59.0
5082	33.0	15.0
5083	2.0	0.0
5084	2.0	3.0
5085	934.0	2487.0
5086	2.0	10.0
5087	5.0	3.0
5088	3.0	0.0
5089	18.0	4.0
5090	4.0	2.0
5091	18.0	13.0
5092	4.0	5.0
5093	6.0	4.0
5094	5.0	0.0
5095	3.0	0.0
5096	10.0	11.0
5097	194.0	237.0
5098	7.0	16.0
5099	5.0	0.0
5100	3.0	8.0
5101	20.0	17.0
5102	4.0	5.0
5103	8.0	2.0
5104	125.0	374.0
5105	2.0	27.0
5106	2.0	0.0
5107	2.0	0.0
5108	4295.0	2184.0
5109	2.0	4.0
5110	12.0	0.0
5111	11.0	8.0
5112	5.0	4.0
5113	5.0	2.0
5114	8.0	0.0
5115	4.0	2.0
5116	20.0	26.0
5117	2.0	0.0
5118	214.0	256.0
5119	9.0	16.0
5120	18.0	11.0
5121	3.0	0.0
5122	7.0	6.0
5123	2.0	3.0
5124	3.0	0.0
5125	7.0	5.0
5126	2.0	2.0
5127	3.0	0.0
5128	7.0	6.0
5129	2.0	0.0
5130	17.0	13.0
5131	4.0	0.0
5132	15.0	8.0
5133	2.0	0.0
5134	2.0	0.0
5135	3.0	0.0
5136	4.0	0.0
5137	7.0	9.0
5138	9.0	20.0
5139	28.0	17.0
5140	2.0	0.0
5141	10.0	4.0
5142	2.0	4.0
5143	28.0	37.0
5144	4.0	8.0
5145	2.0	0.0
5146	3.0	0.0
5147	8.0	2.0
5148	2.0	0.0
5149	2.0	2.0
5150	9.0	0.0
5151	85.0	136.0
5152	2.0	9.0
5153	5.0	3.0
5154	3.0	4.0
5155	9.0	10.0
5156	4.0	6.0
5157	161.0	123.0
5158	2.0	0.0
5159	20.0	53.0
5160	2.0	0.0
5161	27.0	15.0
5162	225.0	384.0
5163	3.0	2.0
5164	2.0	0.0
5165	3.0	10.0
5166	2.0	0.0
5167	2.0	0.0
5168	2.0	0.0
5169	5.0	0.0
5170	32.0	16.0
5171	66.0	87.0
5172	2.0	0.0
5173	101.0	251.0
5174	3.0	4.0
5175	2.0	7.0
5176	119.0	87.0
5177	39.0	46.0
5178	8.0	0.0
5179	2.0	0.0
5180	25.0	0.0
5181	2.0	0.0
5182	3.0	0.0
5183	31.0	23.0
5184	22.0	0.0
5185	2.0	4.0
5186	45.0	55.0
5187	3313.0	3951.0
5188	62.0	135.0
5189	26.0	40.0
5190	2.0	5.0
5191	2.0	4.0
5192	2.0	0.0
5193	3.0	0.0
5194	31.0	0.0
5195	83.0	24.0
5196	287.0	499.0
5197	21.0	25.0
5198	2.0	0.0
5199	2.0	6.0
5200	94.0	159.0
5201	2.0	3.0
5202	2.0	0.0
5203	2.0	0.0
5204	2.0	0.0
5205	26.0	8.0
5206	7.0	16.0
5207	3.0	5.0
5208	2.0	2.0
5209	21.0	57.0
5210	14.0	7.0
5211	8.0	0.0
5212	2.0	0.0
5213	20.0	4.0
5214	43.0	52.0
5215	57.0	72.0
5216	3.0	17.0
5217	2.0	3.0
5218	2.0	0.0
5219	2.0	0.0
5220	4.0	0.0
5221	2.0	0.0
5222	15.0	2.0
5223	22.0	13.0
5224	8.0	2.0
5225	44.0	7.0
5226	18.0	0.0
5227	2.0	0.0
5228	11.0	5.0
5229	28.0	275.0
5230	3.0	0.0
5231	12.0	11.0
5232	155.0	240.0
5233	2.0	0.0
5234	13.0	26.0
5235	2.0	2.0
5236	12.0	2.0
5237	3.0	10.0
5238	2.0	0.0
5239	5.0	6.0
5240	2.0	0.0
5241	5.0	6.0
5242	4.0	0.0
5243	2.0	0.0
5244	78.0	149.0
5245	2.0	13.0
5246	2.0	0.0
5247	15.0	1105.0
5248	98.0	13.0
5249	458.0	4.0
5250	12.0	168.0
5251	2.0	0.0
5252	14.0	2.0
5253	3.0	0.0
5254	2.0	0.0
5255	11.0	0.0
5256	659.0	1167.0
5257	2.0	0.0
5258	16.0	32.0
5259	10.0	5.0
5260	2.0	0.0
5261	25.0	25.0
5262	10.0	0.0
5263	3.0	2.0
5264	2.0	15.0
5265	13.0	19.0
5266	5.0	0.0
5267	2.0	0.0
5268	2.0	0.0
5269	2.0	0.0
5270	3.0	0.0
5271	4.0	0.0
5272	2.0	0.0
5273	3.0	4.0
5274	4.0	11.0
5275	3.0	8.0
5276	23.0	40.0
5277	8.0	0.0
5278	2.0	0.0
5279	10.0	0.0
5280	2.0	2.0
5281	8.0	0.0
5282	6.0	0.0
5283	2.0	0.0
5284	63.0	28.0
5285	2.0	3.0
5286	4.0	0.0
5287	204.0	277.0
5288	3.0	7.0
5289	58.0	61.0
5290	2.0	0.0
5291	17.0	10.0
5292	21.0	11.0
5293	5.0	54.0
5294	9.0	0.0
5295	6.0	5.0
5296	82.0	118.0
5297	4.0	18.0
5298	58.0	92.0
5299	4.0	2.0
5300	3.0	0.0
5301	2.0	0.0
5302	22.0	46.0
5303	2.0	0.0
5304	2.0	0.0
5305	2.0	3.0
5306	46.0	47.0
5307	10.0	28.0
5308	2.0	4.0
5309	33.0	81.0
5310	78.0	122.0
5311	4.0	5.0
5312	3.0	0.0
5313	2.0	0.0
5314	2.0	2.0
5315	2.0	0.0
5316	36.0	56.0
5317	37.0	36.0
5318	5.0	11.0
5319	6.0	0.0
5320	37.0	7.0
5321	210.0	438.0
5322	35.0	65.0
5323	2.0	0.0
5324	12.0	0.0
5325	4.0	0.0
5326	3.0	2.0
5327	2.0	6.0
5328	2.0	0.0
5329	9.0	5.0
5330	3.0	3.0
5331	2.0	0.0
5332	2.0	0.0
5333	8.0	2.0
5334	4.0	5.0
5335	8.0	0.0
5336	3.0	0.0
5337	3.0	4.0
5338	4.0	2.0
5339	4.0	0.0
5340	38.0	65.0
5341	14.0	0.0
5342	4.0	0.0
5343	2.0	0.0
5344	2.0	0.0
5345	2.0	0.0
5346	32.0	9.0
5347	3.0	0.0
5348	2.0	12.0
5349	4.0	0.0
5350	2.0	0.0
5351	15.0	15.0
5352	41.0	12.0
5353	5.0	0.0
5354	49.0	88.0
5355	9.0	0.0
5356	2.0	0.0
5357	4.0	5.0
5358	272.0	209.0
5359	2.0	0.0
5360	3.0	0.0
5361	10.0	12.0
5362	3.0	3.0
5363	13.0	7.0
5364	3.0	2.0
5365	2.0	0.0
5366	2.0	6.0
5367	3.0	0.0
5368	5.0	0.0
5369	2.0	0.0
5370	3.0	10.0
5371	10.0	23.0
5372	6.0	16.0
5373	13.0	2.0
5374	157.0	120.0
5375	4.0	4.0
5376	10.0	0.0
5377	2.0	3.0
5378	2.0	0.0
5379	89.0	87.0
5380	2.0	3.0
5381	2.0	0.0
5382	59.0	20.0
5383	4.0	0.0
5384	9.0	0.0
5385	15.0	9.0
5386	7.0	0.0
5387	95.0	116.0
5388	2.0	0.0
5389	1167.0	949.0
5390	67.0	28.0
5391	3.0	0.0
5392	12.0	0.0
5393	29.0	18.0
5394	5.0	0.0
5395	2.0	0.0
5396	161.0	152.0
5397	82.0	50.0
5398	4.0	2.0
5399	4.0	0.0
5400	2.0	0.0
5401	8.0	6.0
5402	9.0	0.0
5403	2.0	0.0
5404	2.0	0.0
5405	2.0	0.0
5406	5.0	2.0
5407	2.0	0.0
5408	10.0	0.0
5409	8.0	3.0
5410	5.0	0.0
5411	5.0	0.0
5412	1313.0	1317.0
5413	41.0	70.0
5414	4.0	0.0
5415	20.0	24.0
5416	5.0	3.0
5417	63.0	58.0
5418	2.0	3.0
5419	5.0	0.0
5420	23.0	51.0
5421	19.0	19.0
5422	291.0	439.0
5423	4.0	3.0
5424	5.0	8.0
5425	3.0	0.0
5426	2.0	0.0
5427	2.0	0.0
5428	3.0	0.0
5429	6.0	0.0
5430	2.0	0.0
5431	6.0	0.0
5432	2.0	2.0
5433	35.0	63.0
5434	73.0	244.0
5435	10.0	21.0
5436	2.0	2.0
5437	10.0	11.0
5438	104.0	114.0
5439	3.0	8.0
5440	7.0	0.0
5441	2.0	0.0
5442	89.0	89.0
5443	168.0	229.0
5444	4.0	0.0
5445	2.0	0.0
5446	2.0	0.0
5447	3.0	0.0
5448	2.0	3.0
5449	2.0	4.0
5450	5.0	53.0
5451	3.0	4.0
5452	2.0	0.0
5453	2.0	0.0
5454	228.0	389.0
5455	199.0	481.0
5456	4.0	9.0
5457	2.0	0.0
5458	2.0	0.0
5459	40.0	57.0
5460	72.0	70.0
5461	5.0	2.0
5462	2.0	0.0
5463	88.0	25.0
5464	411.0	686.0
5465	2.0	5.0
5466	118.0	184.0
5467	58.0	0.0
5468	2.0	0.0
5469	29.0	14.0
5470	2.0	0.0
5471	16.0	5.0
5472	2.0	2.0
5473	23.0	16.0
5474	517.0	430.0
5475	2.0	0.0
5476	4.0	0.0
5477	2.0	0.0
5478	2.0	0.0
5479	19.0	11.0
5480	3.0	2.0
5481	7.0	3.0
5482	2.0	0.0
5483	10.0	16.0
5484	2.0	0.0
5485	74.0	121.0
5486	39.0	36.0
5487	19.0	50.0
5488	6.0	37.0
5489	6.0	0.0
5490	2.0	4.0
5491	3.0	13.0
5492	384.0	808.0
5493	6.0	5.0
5494	8.0	2.0
5495	39.0	118.0
5496	4.0	3.0
5497	4.0	0.0
5498	3.0	3.0
5499	2.0	0.0
5500	8.0	4.0
5501	3.0	2.0
5502	232.0	62.0
5503	2.0	0.0
5504	5.0	5.0
5505	10.0	0.0
5506	2.0	0.0
5507	2.0	0.0
5508	127.0	0.0
5509	3.0	0.0
5510	9.0	14.0
5511	3.0	4.0
5512	3.0	0.0
5513	20.0	71.0
5514	4.0	0.0
5515	4.0	0.0
5516	4.0	4.0
5517	42.0	26.0
5518	3.0	0.0
5519	38.0	42.0
5520	2.0	2.0
5521	6.0	2.0
5522	109.0	204.0
5523	16.0	18.0
5524	2.0	5.0
5525	3.0	14.0
5526	4.0	29.0
5527	2.0	0.0
5528	2.0	5.0
5529	110.0	318.0
5530	17.0	102.0
5531	3.0	7.0
5532	462.0	638.0
5533	50.0	69.0
5534	2.0	0.0
5535	2.0	0.0
5536	11.0	20.0
5537	3.0	0.0
5538	2.0	0.0
5539	11.0	55.0
5540	2.0	0.0
5541	2.0	0.0
5542	41.0	42.0
5543	8.0	6.0
5544	3.0	2.0
5545	2.0	0.0
5546	8.0	7.0
5547	29.0	16.0
5548	31.0	20.0
5549	2.0	0.0
5550	2.0	0.0
5551	2.0	3.0
5552	2.0	0.0
5553	2.0	0.0
5554	2.0	0.0
5555	13.0	3.0
5556	5.0	0.0
5557	2.0	0.0
5558	112.0	133.0
5559	2.0	0.0
5560	14.0	28.0
5561	74.0	78.0
5562	41.0	117.0
5563	12.0	7.0
5564	7.0	9.0
5565	13.0	21.0
5566	2.0	0.0
5567	2.0	0.0
5568	21.0	44.0
5569	35.0	36.0
5570	46.0	33.0
5571	7.0	0.0
5572	31.0	18.0
5573	2.0	2.0
5574	14.0	7.0
5575	2.0	0.0
5576	15.0	16.0
5577	2.0	0.0
5578	40.0	0.0
5579	58.0	60.0
5580	13.0	0.0
5581	28.0	6.0
5582	2.0	0.0
5583	3.0	0.0
5584	61.0	44.0
5585	15.0	22.0
5586	854.0	155.0
5587	2.0	3.0
5588	71.0	0.0
5589	53.0	0.0
5590	3.0	0.0
5591	4.0	0.0
5592	2.0	0.0
5593	2.0	0.0
5594	2.0	0.0
5595	2.0	0.0
5596	2.0	0.0
5597	18.0	0.0
5598	253.0	105.0
5599	21.0	34.0
5600	4.0	0.0
5601	4.0	0.0
5602	4.0	0.0
5603	4.0	0.0
5604	28.0	11.0
5605	2.0	0.0
5606	163.0	175.0
5607	2.0	0.0
5608	3.0	0.0
5609	3.0	0.0
5610	3.0	0.0
5611	5.0	0.0
5612	145.0	106.0
5613	2.0	3.0
5614	2.0	0.0
5615	20.0	14.0
5616	2.0	0.0
5617	2.0	0.0
5618	3.0	0.0
5619	283.0	280.0
5620	11.0	8.0
5621	16.0	16.0
5622	9.0	5.0
5623	2.0	0.0
5624	2.0	0.0
5625	3.0	2.0
5626	2.0	0.0
5627	11.0	0.0
5628	240.0	290.0
5629	8.0	21.0
5630	40.0	27.0
5631	7.0	0.0
5632	9.0	9.0
5633	2.0	0.0
5634	223.0	136.0
5635	2.0	0.0
5636	4.0	2.0
5637	3.0	0.0
5638	6.0	4.0
5639	73.0	11.0
5640	2.0	0.0
5641	157.0	37.0
5642	2.0	0.0
5643	2.0	0.0
5644	3.0	8.0
5645	19.0	9.0
5646	64.0	35.0
5647	16.0	19.0
5648	16.0	9.0
5649	2.0	4.0
5650	35.0	9.0
5651	58.0	17.0
5652	19.0	6.0
5653	18.0	4.0
5654	82.0	69.0
5655	10.0	7.0
5656	2.0	0.0
5657	6.0	6.0
5658	2.0	0.0
5659	2.0	0.0
5660	13.0	8.0
5661	2.0	0.0
5662	11.0	4.0
5663	2.0	0.0
5664	16.0	24.0
5665	2.0	0.0
5666	52.0	11.0
5667	15.0	0.0
5668	13.0	0.0
5669	6.0	0.0
5670	2.0	0.0
5671	2.0	0.0
5672	346.0	125.0
5673	4.0	0.0
5674	4.0	0.0
5675	2.0	0.0
5676	37.0	25.0
5677	6.0	0.0
5678	6.0	3.0
5679	4.0	0.0
5680	8.0	3.0
5681	5.0	5.0
5682	2.0	0.0
5683	16.0	3.0
5684	2.0	0.0
5685	138.0	71.0
5686	2.0	0.0
5687	3.0	7.0
5688	13.0	7.0
5689	14.0	11.0
5690	5.0	5.0
5691	13.0	11.0
5692	3.0	0.0
5693	5.0	0.0
5694	88.0	23.0
5695	14.0	10.0
5696	2.0	0.0
5697	6.0	0.0
5698	18.0	9.0
5699	28.0	9.0
5700	2.0	0.0
5701	14.0	8.0
5702	2.0	0.0
5703	8.0	2.0
5704	7.0	6.0
5705	12.0	13.0
5706	5.0	0.0
5707	2.0	0.0
5708	8.0	0.0
5709	2.0	0.0
5710	2.0	0.0
5711	194.0	358.0
5712	2.0	0.0
5713	91.0	158.0
5714	2.0	0.0
5715	111.0	76.0
5716	4.0	0.0
5717	509.0	273.0
5718	14.0	0.0
5719	43.0	8.0
5720	2.0	0.0
5721	14.0	2.0
5722	2.0	3.0
5723	24.0	11.0
5724	9.0	3.0
5725	14.0	0.0
5726	6.0	4.0
5727	4.0	0.0
5728	243.0	238.0
5729	4.0	5.0
5730	4.0	0.0
5731	191.0	153.0
5732	10.0	9.0
5733	3.0	0.0
5734	3.0	3.0
5735	2.0	0.0
5736	2.0	16.0
5737	2.0	0.0
5738	2.0	0.0
5739	8.0	7.0
5740	3.0	2.0
5741	5.0	8.0
5742	4.0	0.0
5743	5.0	6.0
5744	43.0	32.0
5745	124.0	118.0
5746	14.0	5.0
5747	36.0	0.0
5748	6.0	13.0
5749	2.0	6.0
5750	4.0	0.0
5751	2.0	3.0
5752	2.0	0.0
5753	20.0	18.0
5754	2.0	0.0
5755	3.0	0.0
5756	3.0	2.0
5757	3.0	10.0
5758	4.0	13.0
5759	6.0	0.0
5760	2.0	3.0
5761	6.0	13.0
5762	4.0	4.0
5763	13.0	8.0
5764	79.0	0.0
5765	24.0	66.0
5766	2.0	0.0
5767	13.0	67.0
5768	6.0	0.0
5769	14.0	42.0
5770	2.0	0.0
5771	71.0	135.0
5772	9.0	30.0
5773	2.0	0.0
5774	10.0	5.0
5775	3.0	0.0
5776	224.0	10.0
5777	2.0	0.0
5778	3.0	0.0
5779	4.0	0.0
5780	2.0	0.0
5781	11.0	14.0
5782	4.0	0.0
5783	2.0	0.0
5784	78.0	29.0
5785	9.0	6.0
5786	5.0	0.0
5787	3.0	0.0
5788	4.0	0.0
5789	2.0	0.0
5790	2.0	0.0
5791	5.0	0.0
5792	28.0	7.0
5793	2.0	0.0
5794	6.0	4.0
5795	263.0	423.0
5796	69.0	63.0
5797	3.0	0.0
5798	5.0	0.0
5799	3.0	4.0
5800	31.0	59.0
5801	33.0	41.0
5802	2.0	0.0
5803	2.0	0.0
5804	4.0	0.0
5805	66.0	39.0
5806	3.0	4.0
5807	5.0	7.0
5808	56.0	74.0
5809	4.0	3.0
5810	74.0	104.0
5811	4.0	10.0
5812	2.0	4.0
5813	752.0	788.0
5814	2.0	0.0
5815	2.0	0.0
5816	8.0	11.0
5817	2.0	0.0
5818	18.0	28.0
5819	12.0	16.0
5820	2.0	0.0
5821	7.0	2.0
5822	18.0	10.0
5823	2.0	0.0
5824	3.0	4.0
